UTR-2 one section northern sky survey. Averaged observational data at sections No. 5 and 6 of the southern UTR-2 antenna.

  RA2000(h)      DEC2000(deg)     T25(kK)          T20(kK)        T16.7(kK)       T14.7(kK)      T12.6(kK)        T10(kK)

   23.00	    -7.00	  20.106	   29.002	   50.888	   75.580	  197.117	  403.784	 
   23.50	    -7.00	  19.796	   26.417	   46.951	   62.754	  162.670	  348.760	 
    0.00	    -5.00	  18.886	   25.430	   47.800	   59.050	  133.658	  265.696	 
    0.50	    -5.00	  17.776	   25.586	   46.896	   58.382	  126.799	  238.805	 
    1.00	    -5.00	  19.509	   27.402	   47.027	   58.446	  123.364	  233.381	 
    1.50	    -5.00	  18.571	   26.974	   48.286	   58.581	  123.392	  251.175	 
    2.00	    -5.00	  19.898	   27.197	   51.402	   61.723	  120.470	  277.269	 
    2.50	    -5.00	  18.241	   26.376	   60.329	   65.400	  117.747	  281.177	 
    3.00	    -5.00	  17.008	   25.054	   56.594	   64.512	  111.424	  268.543	 
    3.50	    -5.00	  16.138	   24.915	   49.656	   64.725	  111.340	  245.063	 
    4.00	    -5.00	  16.073	   24.148	   46.112	   59.961	  111.669	  210.672	 
    4.50	    -5.00	  16.827	   24.171	   43.944	   58.401	  104.827	  188.855	 
    5.00	    -5.00	  16.931	   24.509	   45.412	   59.030	   98.329	  175.193	 
    5.50	    -5.00	  18.240	   25.903	   48.661	   60.946	  102.578	  198.076	 
    6.00	    -5.00	  19.608	   29.548	   54.477	   70.611	  118.549	  217.712	 
    6.50	    -5.00	  20.795	   32.193	   64.988	   78.452	  125.087	  243.009	 
    7.00	    -5.00	  20.169	   32.022	   65.794	   78.999	  119.703	  260.988	 
    7.50	    -5.00	  17.239	   27.732	   55.555	   68.261	  110.996	  251.470	 
    8.00	    -5.00	  15.405	   22.624	   44.629	   55.442	   99.845	  225.010	 
    8.50	    -5.00	  12.668	   18.298	   36.403	   45.467	   90.640	  185.350	 
    9.00	    -5.00	  11.627	   16.463	   32.473	   39.910	   78.597	  167.136	 
    9.50	    -5.00	  12.037	   17.001	   31.462	   38.486	   72.215	  154.996	 
   10.00	    -5.00	  12.783	   17.208	   32.103	   40.776	   72.370	  155.099	 
   10.50	    -5.00	  13.569	   17.870	   35.042	   45.016	   78.393	  168.161	 
   11.00	    -5.00	  14.079	   19.693	   39.412	   47.276	   82.981	  190.424	 
   11.50	    -5.00	  14.885	   20.851	   41.704	   50.306	   84.236	  199.340	 
   12.00	    -5.00	  16.416	   22.929	   44.940	   53.701	   86.887	  201.683	 
   12.50	    -5.00	  18.318	   25.620	   49.020	   56.952	   90.220	  209.821	 
   13.00	    -5.00	  18.004	   26.180	   49.829	   57.893	   93.037	  217.385	 
   13.50	    -5.00	  17.058	   25.468	   49.465	   57.383	   99.594	  223.743	 
   14.00	    -5.00	  17.588	   25.672	   51.211	   59.877	  110.406	  235.174	 
   14.50	    -5.00	  18.513	   27.915	   55.610	   65.877	  117.467	  255.187	 
   15.00	    -5.00	  18.502	   29.588	   62.506	   74.931	  120.440	  266.242	 
   15.50	    -5.00	  18.967	   30.911	   70.915	   78.091	  118.826	  270.100	 
   16.00	    -5.00	  19.147	   34.098	   73.880	   78.049	  122.005	  281.715	 
   16.50	    -5.00	  19.729	   36.481	   73.184	   86.626	  145.231	  319.904	 
